story,grade
"""생각해 봐. 새벽에 해가 뜨는 기쁨, 맑은 샘물에 얼굴을 씻는 상쾌함, 보름달이 뜬 밤하늘의 아름다움, 혀끝에 느껴지는 달콤한 체리 향..."" 한 남자가 황량한 들판을 차로 달린다. 그는 지나가는 사람들을 바라보며 차에 태울 사람을 찾는다. 그가 찾는 사람은 수면제를 먹고 누우면 흙으로 덮어줄 사람. 사람들은 그가 원하는 만큼 돈을 주겠다는 간절한 부탁에도 고개를 저으며, 심지어 젊은 얼굴의 군인과 온화한 미소의 신학생조차 '죽음'이라는 단어에 단호하게 등을 돌린다. 마침내 한 노인이 그의 제안을 받아들인다. 박물관에서 박제 새를 만드는 노인은 주인공 보디에게 자신의 인생 이야기를 들려주며, 삶의 작지만 소중한 기쁨을 하나하나 펼친다. '모든 사람은 삶에서 문제를 겪는다. 하지만 생각해 봐. 삶의 기쁨, 새롭게 떠오른 태양의 아름다움, 맑은 샘물의 상쾌함, 체리의 달콤한 향기...' 노인의 이야기를 듣는 동안 보디는 갑자기 삶에 대한 강한 애착을 느낀다. 놀이터를 뛰어다니는 아이들의 수다, 도시 하늘 너머로 보이는 눈부신 일몰의 색... 밤이 되자 보디는 수면제를 먹고 파놓은 구덩이에 누운다. 푸른 달빛이 그의 약간 긴장된 얼굴에 비친다... 비가 제때 내린다. 사방이 어둠이다. 그의 얼굴이 가끔 번쩍이는 번개와 함께 잠깐 나타났다가 사라진다. 아침이 되면 그는 간절히 원했던 죽음을 얻을 수 있을까? 아니면...",12세이상관람가
"(콰이강의 다리)와 (아라비아의 로렌스)에 이어 다국적 자본을 투자해 거장 데이비드 린 감독이 제작한 또 하나의 걸작. 보리스 파스테르나크의 원작을 바탕으로 혁명의 격동기에 끌려간 시인 지바고의 삶과 사랑을 낭만적이고 비극적으로 묘사했다. 소설이 혁명과 예술가의 운명을 병치했다면, 영화는 아름답지만 불행한 사랑 이야기에 조금 더 무게를 실었다. 긴 호흡으로 낭만적인 이야기를 움직이며 고전적 영화적 아름다움의 정점에 도달한 작품. 국내에서 세 번째 재개봉이다.",12세이상관람가
"(컬러 퍼플)과 (고스트)에서 친숙한 우피 골드버그 역시 이 영화에서 열정적인 연기를 선보인다. 가벼운 코믹한 배경을 바탕으로 흑인과 백인의 갈등과 질투를 극복하고 백인 남자와 사랑에 빠지는 이야기를 담았다. 아내를 잃고 어린 딸 몰리와 함께 사는 평범한 작곡가 매니는 딸 몰리가 우울증에 걸려 말을 전혀 못해서 몹시 걱정한다. 하지만 가정부로 들어온 코리나는 낙관적인 성격에 아이들을 다루는 데 천재적이라 몰리를 금세 명랑한 아이로 만든다. 시간이 지날수록 매니와 몰리는 코리나에게 끌리게 되고, 매니는 코리나에게 로맨틱한 감정을 느낀다. 친척과 주변 사람들은 모두 두 사람의 관계를 걱정하며 말리려 하지만, 코리나의 진심을 알게 된 매니는 그녀에게 깊이 빠진다. 수채화처럼 밝고 깨끗한 영화다.",12세이상관람가
"감독 찰스 프렌드는 알프레드 히치콕의 편집자로 영화 경력을 시작했고, 그 이후로 대부분 사실적인 걸작과 서사를 연출했습니다. 그는 특히 바다를 배경으로 한 영화를 만드는 데 능숙하여 ""바다의 감독""이라는 별명을 얻었습니다. 대서양을 배경으로 한 영웅적인 이야기를 묘사한 이 작품은 적의 독일 잠수함을 요격하는 임무를 맡은 영국 구축함 ""컴퍼스 로즈""를 배경으로 합니다.",12세이상관람가
"원작 《황제에서 국민으로》 불운한 황제 푸이에 대한 자전적 영화! 1950년, 44세의 푸이는 소련군의 감시 하에 중국 전범 800명을 데리고 고국으로 돌아와 자기 비판의 일생을 쓰고 황제로서의 과거를 회상한다. 1906년 자식이 없던 광서제를 계승한 4세의 푸이는 재위 3년차에 신해혁명이 일어나 궁궐 생활의 종말을 맞았다. 자금성에서 연금수급자로 살던 푸이는 결혼을 하고 시대적 상황을 깨닫고 영국 가정교사의 영향으로 유학을 꿈꿨다. 하지만 1924년 군사 쿠데타 이후 일본으로 망명한 푸이는 유학의 꿈을 잃고 일본 특사의 달콤한 말에 속아 만주국의 주지사가 되어 2년 후 왕위에 올랐다. 역사의 소용돌이 속에서 패전한 일본으로 도망치려던 푸이는 소련군에 붙잡혔다가 중국으로 압송되어 형을 마치고 일반 시민이 되었다…",12세이상관람가
"해리는 사회적으로 성공한 사람이다. 하지만 그는 아내와 딸과 헤어진다. 길을 잃은 해리는 실수로 조지의 개를 때리고, 둘은 만나기 시작한다. 그들이 어디를 가든 그는 그들을 구애하려 하고, 초콜릿 알레르기가 있는 조지는 해리에게 짐이 되지만, 해리는 점차 조지의 순수한 영혼에 감동한다. 요양원에 들어간 조지는 탈출해 해리의 강의에 나타나고, 해리는 강의를 중단하고 버스를 타고 집으로 가서 딸의 생일을 축하한다.",12세이상관람가
"짜장면, 100년 역사를 다시 쓰다 강한섭 기본으로 돌아온 김의석의 고전주의.김석훈의 스타성 잠재력 ★★★★ 박평식 칼로리는 높지만 맛은 엉터리 요리 ★★★ * 중국에도 짜장면이 있다. 이른바 황장을 쓰는데, 100년 전 화교들이 콩과 밀가루를 발효시키고 소금을 넣어 우리 입맛에 맞는 짜장면을 개발했다. 요즘 중국집에서는 공장에서 캐러멜을 넣은 대량생산된장을 쓴다. 영화(베이징식당)에서 베이징식당 주인(신구)은 음식을 그렇게 만들면 안 된다고 생각한다. 결과적으로 밀려난다. 다행히 중국 동포 양한국(김석훈), 배달부 창원(김중기), 순진한 택중(정준) 등 젊은이들이 그의 의도를 창의적으로 이어받아 베이징 레스토랑을 수도 최고의 중국 레스토랑으로 만들었다. 양념 없이 음식 이야기와 인간의 이야기를 섞은 영화는 흥행에 실패했다. 하지만 밋밋하지 않고 솔직하고 따뜻하다. ★★★ * 소시적 한사장과 양재춘은 중국에서 정통 된장의 비법을 배워 최고의 중국 레스토랑을 오픈하기로 약속한다. 하지만 약속을 지키기 위해 돌아온 것은 아들과 된장 장인뿐이다. 돌아온 남자의 이름은 '코리아'. 그는 무너져 가는 베이징 레스토랑을 위해 새로운 요리를 연구하기 시작하는데... 한국은 아버지의 명예와 맛을 되찾을 수 있을까? 그리고 그는 한사장의 딸과의 사랑에 성공할 수 있을까? 90년대 로맨틱 코미디의 전성기를 연 <결혼 이야기>의 김의석 감독의 최신작. 하지만 개봉하자마자 비디오 시장에 나왔다. 그는 아직 트럼프 카드를 꺼내지 않은 걸까? 그는 이웃 중국집을 들여다보는 풍경의 카메라를 통해 사람들을 바라본다. [씨네21 204호, 신규 공개 영상]",12세이상관람가
"첫사랑의 가장 아름답고 순수한 순간과 재회의 순간 프랑스 노르망디 해협에 있는 작은 항구 도시 셰르부르에서, 어머니의 우산 가게를 돕는 제네비브와 자동차 정비공 가이는 사랑에 빠진다. 혹독한 현실과 주변 사람들의 반대에도 불구하고, 젊은 연인들은 행복한 미래를 꿈꾼다. 하지만 가이의 갑작스러운 군 입대로 인해 두 사람은 원치 않는 이별을 하게 된다...",12세이상관람가
"임신 10주 만에 태어난 잭은 조로증에 시달린다. 10살이지만 40살처럼 보인다. 학교에 갈 나이가 되었지만, 부모와 교사들은 그를 학교에 보낼지 말지 고민하다가 결국 정규 교육을 위해 학교에 보낸다. 예상대로 잭은 학교에서 조롱의 대상이 되지만, 화려한 농구 실력과 다양한 재능으로 잭은 학교에서 가장 인기 있는 스타가 된다.",12세이상관람가
"1823년 눈 내리는 어느 밤, 한 노인이 자살을 시도했지만 실패하고 강제수용소에 갇혔습니다. 그는 자신을 찾아온 신부에게 자신의 죄를 고백했습니다. 그는 요제프 2세의 궁정 음악가 살리에리였고, 우연히 모차르트의 연주를 보고 그의 천재성에 감명을 받았습니다. 하지만 모차르트가 약혼녀와 간통을 저지르고 오만하고 방탕한 삶을 계속 살자, 그는 자신에게 천재성을 주신 신을 저주하고 그를 미워하기 시작했습니다. 그 무렵, 가난과 병으로 고생하던 모차르트는 존경하던 아버지의 죽음에 큰 충격을 받고 죄책감에 시달렸습니다. 이를 본 살리에리는 이를 이용해 모차르트에게 레퀴엠을 작곡해 달라고 부탁했고, 자신을 아버지의 환각에 시달리게 했습니다. 하지만 심리적 압박은 계속되었고 결국 모차르트는 죽고 살리에리도 자신의 상을 받았습니다...",12세이상관람가
"데스 스타는 폭파되었지만, 다스 베이더 총리가 이끄는 제국군은 여전히 ​​그 힘을 유지하고 있다. 제국군의 눈을 피해 호스의 얼음성에 숨어 있던 반군들은 제국군의 공격을 받기 시작한다. 그때, 루크는 오비완의 예언에 따라 제다이 마스터 요다를 찾아 나선다. 솔로와 레이아 공주는 간신히 제국군의 추격을 피해간다. 루크는 요다를 만나 제다이가 되기 위한 수련을 시작하고, 솔로와 그의 일행은 제국군을 피해 옛 친구 랜도가 사는 곳으로 간다. 수련 중에 루크는 친구들이 고통받는 미래를 보고, 곧바로 친구들을 구하기 위해 랜도의 별로 찾아간다. 다스 베이더는 랜도에 온 솔로와 그의 일행을 미끼로 삼아 루크와 함께 우주를 지배한다. 그 사이에 솔로는 극저온 인간이 되고, 나머지 일행은 랜도와 함께 탈출한다. 루크는 다스 베이더와 결투를 벌이는 동안 자신이 부자 관계라는 사실을 알게 된다. 하지만 그는 다스베이더의 유혹에 빠지지 않고, 파티원들을 만나 성공적으로 탈출하는데...",12세이상관람가
"제2차 세계대전 직전 하와이 호놀룰루에 있는 미군 기지의 스코필드 부대에 배치된 사병 프루잇은 전 미들급 복싱 챔피언입니다. 그는 이전 경기에서 상대를 실명시킨 후 다시는 복싱을 하지 않겠다고 맹세했습니다. 그러나 중대장은 중대 간의 복싱 경기 때문에 그를 다시 링에 올려놓으려고 필사적입니다. 그의 상관인 워든은 프루잇을 이해하려고 노력합니다. 워든은 현재 중대장의 아내인 캐런과 은밀한 관계를 맺고 있습니다. 한편, 프루잇과 친했던 매지오는 여단 상사 저드슨에게 미움을 받아 죽고 맙니다. 슬프게 나팔을 부는 프루잇은 저드슨을 유혹하여 매지오에게 복수합니다. 저드슨은 싸움에서 죽지만, 프루잇도 중상을 입고 술집에서 만난 알마라는 여자의 집으로 피신합니다. 그 순간 라디오에서 진주만 공격에 대한 방송이 나오고 군인들에게 집결을 명령합니다. 프루트는 알마의 설득을 무시하고 기지로 돌아가기로 결심한다...",12세이상관람가
"류캉과 그의 전사들은 외계 마법사 샹 셩을 물리치고 지구로 돌아왔지만, 외계 황제 샤오 칸과 그의 부하들이 지구를 침략하면서 평화는 오래가지 못했다. 칸은 6일 안에 외계 세계를 지구와 합칠 계획을 세우고, 레이든과 류캉은 지구를 수호하기 위해 나선다. 칸의 부하 제이드는 ​​캉의 무리를 유인해 합치는 데 방해가 되는 전사들을 죽인다. 합칠 시간이 다가오고, 레이든은 캉의 무리에게 자신이 칸의 형이라고 밝히고, 칸과의 대결에서 죽는다.",12세이상관람가
"남장을 한 여검사는 임무 수행 중 산적 무리에게 납치당한 동생을 구출하기 위해 나선다. 그녀는 뛰어난 무술 실력을 발휘해 산적들과 싸우며 여관과 사찰을 돌며 산적들을 제거한다. 하지만 산적들은 장난이 아니었고, 갑자기 나타나 거지로 변장한 스승 대취의 도움으로 구미자는 위기를 벗어나 산적들과 결전을 벌여 동생을 구출한다. 후진춘 감독의 첫 무술 영화. 국내 개봉작 <방랑의 결투>로도 잘 알려져 있다. 후진춘은 이 영화를 통해 홍콩 영화사에 이정표를 세웠다는 평가를 받는다. 오페라 동작에서 차용한 춤추는 듯한 우아한 신체 움직임은 현대 무술 영화의 새로운 스타일을 창조했다는 평가를 받으며, 여관의 공간 분할과 편집 스타일은 이후의 무술 장르에 깊은 영향을 미쳤다. 이 영화를 통해 주인공 구미자는 홍콩에서 가장 인기 있는 여배우가 된다.",12세이상관람가
"카메라는 멀어지고, 그녀는 점점 작아진다. 호세인의 사랑은 이루어질까? ""왜 말을 안 해?"" ""난... 여자들 앞에서 더듬어..."" [내 친구의 집은 어디인가]의 배경이 된 이란의 코케 마을은 대지진을 맞고 많은 사람이 죽는다. [내 친구...]에 출연했던 배우들의 삶을 체크하기 위해 마을을 방문하는 감독의 이야기를 담은 [그리고 삶은 계속된다]를 촬영 중인 케샤바르즈 감독은 영화에서 신혼 부부 역을 맡을 아마추어 배우 두 명을 캐스팅한다. 마을에 사는 예쁜 여고생 테헤레와 잘생긴 청년이다. 하지만 실제로 촬영이 시작되자 문제가 생긴다. 말을 잘하던 청년이 여자 앞에서는 더듬는 버릇이 생겼다. 결국 감독은 남편을 대신해 촬영장에서 열심히 일하고 있던 호세인을 투입할 수밖에 없다... ""어제 지진 때문에 다들 집을 잃었어요. 다들 똑같아졌어. 좋은 남편이 될 자신이 있어.” 교체된 호세인과 테헤레 부부. 하지만 이번에는 테헤레가 아무 말도 하지 않는다. 호세인도 뭔가를 숨기고 있는 듯하다. 결국 감독은 촬영을 미루고 호세인에게 은근히 묻는다. “무슨 일이야?” 호세인은 테헤레에게 반해 지진 전날 테헤레의 부모님께 청혼했지만 가난하고 집이 없어서 거절당했다는 것이다. 지진으로 죽은 부모의 뜻을 거스를 수 없는 테헤레는 호세인을 쳐다보지도 않는다. 착한 청년 호세인은 애절한 구애의 눈빛을 감추지 않은 애정으로 보낸다. 테헤레만 바라보는 순수한 청년 호세인을 보는 게 참을 수 없는 감독은 여배우를 교체하는 것도 생각하지만 왠지 테헤레는 원하지 않는 듯하다. 통제할 수 없는 사랑으로 가슴이 끓어오르는 순진한 젊은 여성 테헤레와 호세인. 그리고 두 사람을 바라보는 감독의 따뜻한 시선… “그냥 내 곁에 있어 줘. 네가 원하는 건 다 해줄게…”",12세이상관람가
